domain,NS,IP
AWS,dnsa.nic.AWS.,2001:502:ad09::3
AWS,dnsb.nic.AWS.,2001:502:2eda::3
AWS,dnsc.nic.AWS.,2610:a1:1009::3
AWS,dnsd.nic.AWS.,2610:a1:1010::3
AWS,dns1.nic.AWS.,2a01:618:402::53
AWS,dns2.nic.AWS.,2401:fd80:402::53
AWS,dns3.nic.AWS.,2a01:618:406::53
AWS,dns4.nic.AWS.,2401:fd80:406::53
AUTHOR,dnsb.nic.AUTHOR.,2001:502:2eda::3
AUTHOR,dnsc.nic.AUTHOR.,2610:a1:1009::3
AUTHOR,dns2.nic.AUTHOR.,2401:fd80:402::60
AUTHOR,dnsa.nic.AUTHOR.,2001:502:ad09::3
AUTHOR,dnsd.nic.AUTHOR.,2610:a1:1010::3
AUTHOR,dns3.nic.AUTHOR.,2a01:618:406::60
AUTHOR,dns4.nic.AUTHOR.,2401:fd80:406::60
AUTHOR,dns1.nic.AUTHOR.,2a01:618:402::60
BABY,b.nic.BABY.,2a04:2b00:13cc::1:101
BABY,c.nic.BABY.,2a04:2b00:13ee::101
BABY,d.nic.BABY.,2a04:2b00:13ff::101
BABY,a.nic.BABY.,2001:67c:13cc::1:101
AX,ns1.aland.net.,194.112.0.1
AX,ns2.aland.net.,194.112.0.5
AX,ns2.aland.net.,
AX,ns3.alcom.fi.,2a00:5500:1:6::130
AX,ns4.alcom.fi.,2a00:5500:1:7::194
AW,ns4.dns.AW.,185.159.199.201
AW,ns1.dns.AW.,194.0.28.2
AW,aw02.setarnet.AW.,201.229.0.27
AW,ns3.dns.AW.,194.0.25.25
AW,aw01.setarnet.AW.,201.229.0.26
AW,aw01.setarnet.AW.,
BARCELONA,anycast23.irondns.net.,2a01:5b0:5::b
BARCELONA,anycast9.irondns.net.,2a01:5b0:4::b
BARCELONA,anycast24.irondns.net.,2a01:5b0:5::c
BARCELONA,anycast10.irondns.net.,2a01:5b0:4::c
AZURE,dns1.nic.AZURE.,2a01:618:403::129
AZURE,dnsa.nic.AZURE.,2001:502:ad09::3
AZURE,dns3.nic.AZURE.,2a01:618:407::129
AZURE,dnsc.nic.AZURE.,2610:a1:1009::3
AZURE,dns2.nic.AZURE.,2401:fd80:403::129
AZURE,dns4.nic.AZURE.,2401:fd80:407::129
AZURE,dnsb.nic.AZURE.,2001:502:2eda::3
AZURE,dnsd.nic.AZURE.,2610:a1:1010::3
BANAMEX,ns2.dns.nic.BANAMEX.,2610:a1:1072::15
BANAMEX,ns3.dns.nic.BANAMEX.,2610:a1:1073::15
BANAMEX,a.nic.BANAMEX.,2001:dcd:1::9
BANAMEX,c.nic.BANAMEX.,2001:dcd:3::9
BANAMEX,b.nic.BANAMEX.,2001:dcd:2::9
BANAMEX,ns1.dns.nic.BANAMEX.,2610:a1:1071::15
BANK,w.nic.BANK.,2001:dcd:1::10
BANK,x.nic.BANK.,2001:dcd:2::10
BANK,y.nic.BANK.,2001:dcd:3::10
BANK,f.nic.BANK.,2610:a1:1012::27
BANK,d.nic.BANK.,2610:a1:1010::27
BANK,e.nic.BANK.,2610:a1:1011::27
BAR,ns01.trs-dns.net.,64.96.2.1
BAR,ns01.trs-dns.net.,
BAR,ns01.trs-dns.info.,2620:10a:80ab::3
BAR,ns01.trs-dns.org.,2620:10a:80aa::3
BAR,ns01.trs-dns.com.,2620:57:4001::1
BAND,v0n2.nic.BAND.,2a01:8840:20::45
BAND,v0n1.nic.BAND.,2a01:8840:1f::45
BAND,v2n1.nic.BAND.,2a01:8840:f9::45
BAND,v0n3.nic.BAND.,2a01:8840:f8::45
BAND,v2n0.nic.BAND.,2a01:8840:21::45
BAND,v0n0.nic.BAND.,2a01:8840:1e::45
BAUHAUS,anycast10.irondns.net.,2a01:5b0:4::c
BAUHAUS,anycast23.irondns.net.,2a01:5b0:5::b
BAUHAUS,anycast9.irondns.net.,2a01:5b0:4::b
BAUHAUS,anycast24.irondns.net.,2a01:5b0:5::c
BASEBALL,c.nic.BASEBALL.,2001:dcd:3::10
BASEBALL,ns1.dns.nic.BASEBALL.,2610:a1:1071::c8
BASEBALL,ns2.dns.nic.BASEBALL.,2610:a1:1072::c8
BASEBALL,ns3.dns.nic.BASEBALL.,2610:a1:1073::c8
BASEBALL,a.nic.BASEBALL.,2001:dcd:1::10
BASEBALL,b.nic.BASEBALL.,2001:dcd:2::10
BARCLAYS,b0.nic.BARCLAYS.,2a01:8840:77::1
BARCLAYS,a0.nic.BARCLAYS.,2a01:8840:76::1
BARCLAYS,c0.nic.BARCLAYS.,2a01:8840:78::1
BARCLAYS,a2.nic.BARCLAYS.,2a01:8840:79::1
BAREFOOT,a2.nic.BAREFOOT.,2a01:8840:39::17
BAREFOOT,a0.nic.BAREFOOT.,2a01:8840:36::17
BAREFOOT,b0.nic.BAREFOOT.,2a01:8840:37::17
BAREFOOT,c0.nic.BAREFOOT.,2a01:8840:38::17
BARGAINS,v2n1.nic.BARGAINS.,2a01:8840:f5::62
BARGAINS,v0n3.nic.BARGAINS.,2a01:8840:f4::62
BARGAINS,v0n2.nic.BARGAINS.,2a01:8840:18::62
BARGAINS,v0n0.nic.BARGAINS.,2a01:8840:16::62
BARGAINS,v2n0.nic.BARGAINS.,2a01:8840:19::62
BARGAINS,v0n1.nic.BARGAINS.,2a01:8840:17::62
BAYERN,ari.alpha.tldns.godaddy.,2001:dcd:1::2
BAYERN,ari.beta.tldns.godaddy.,2001:dcd:2::2
BAYERN,anycast9.irondns.net.,2a01:5b0:4::b
BAYERN,anycast23.irondns.net.,2a01:5b0:5::b
BAYERN,anycast10.irondns.net.,2a01:5b0:4::c
BAYERN,ari.gamma.tldns.godaddy.,2001:dcd:3::2
BAYERN,anycast24.irondns.net.,2a01:5b0:5::c
BAYERN,ari.delta.tldns.godaddy.,2001:dcd:4::2
BAIDU,j.zdnscloud.com.,
BAIDU,a.zdnscloud.com.,203.99.24.1
BAIDU,b.zdnscloud.com.,203.99.25.1
BAIDU,c.zdnscloud.com.,203.99.26.1
BAIDU,d.zdnscloud.com.,203.99.27.1
BAIDU,f.zdnscloud.com.,116.169.54.111
BAIDU,g.zdnscloud.com.,223.72.199.37
BAIDU,i.zdnscloud.com.,
BAIDU,i.zdnscloud.com.,2401:8d00:1::1
BARCLAYCARD,c0.nic.BARCLAYCARD.,2a01:8840:78::9
BARCLAYCARD,a2.nic.BARCLAYCARD.,2a01:8840:79::9
BARCLAYCARD,a0.nic.BARCLAYCARD.,2a01:8840:76::9
BARCLAYCARD,b0.nic.BARCLAYCARD.,2a01:8840:77::9
BASKETBALL,c.nic.BASKETBALL.,2001:dcd:3::10
BASKETBALL,y.nic.BASKETBALL.,2610:a1:1075::1:82
BASKETBALL,z.nic.BASKETBALL.,2610:a1:1076::1:82
BASKETBALL,x.nic.BASKETBALL.,2610:a1:1074::1:82
BASKETBALL,a.nic.BASKETBALL.,2001:dcd:1::10
BASKETBALL,b.nic.BASKETBALL.,2001:dcd:2::10
BB,ns5.nic.BB.,64.119.198.193
BB,ns3.nic.BB.,64.68.196.10
BB,ns2.nic.BB.,64.68.193.10
BB,ns1.nic.BB.,64.68.192.10
BB,ns4.nic.BB.,64.68.197.10
BB,ns6.nic.BB.,64.119.198.194
BB,ns6.nic.BB.,
BCN,anycast23.irondns.net.,2a01:5b0:5::b
BCN,anycast9.irondns.net.,2a01:5b0:4::b
BCN,anycast24.irondns.net.,2a01:5b0:5::c
BCN,anycast10.irondns.net.,2a01:5b0:4::c
BCG,b0.nic.BCG.,2a01:8840:d3::25
BCG,c0.nic.BCG.,2a01:8840:d4::25
BCG,a0.nic.BCG.,2a01:8840:d2::25
BCG,a2.nic.BCG.,2a01:8840:d5::25
BBC,dns2.nic.BBC.,2401:fd80:403::4
BBC,dns3.nic.BBC.,2a01:618:407::4
BBC,dns1.nic.BBC.,2a01:618:403::4
BBC,dns4.nic.BBC.,2401:fd80:407::4
BBC,dnsa.nic.BBC.,2001:502:ad09::3
BBC,dnsc.nic.BBC.,2610:a1:1009::3
BBC,dnsd.nic.BBC.,2610:a1:1010::3
BBC,dnsb.nic.BBC.,2001:502:2eda::3
BE,z.nsset.BE.,2001:678:20::36
BE,b.nsset.BE.,2001:678:64::1
BE,d.nsset.BE.,2001:678:6c::1
BE,a.nsset.BE.,2001:678:9::1
BE,c.nsset.BE.,2001:678:68::1
BE,y.nsset.BE.,2001:dcd:7::8
BBT,a0.nic.BBT.,2a01:8840:6e::44
BBT,a2.nic.BBT.,2a01:8840:71::44
BBT,c0.nic.BBT.,2a01:8840:70::44
BBT,b0.nic.BBT.,2a01:8840:6f::44
BEAUTY,a.nic.BEAUTY.,2001:67c:13cc::1:119
BEAUTY,b.nic.BEAUTY.,2a04:2b00:13cc::1:119
BEAUTY,c.nic.BEAUTY.,2a04:2b00:13ee::119
BEAUTY,d.nic.BEAUTY.,2a04:2b00:13ff::119
BEER,y.nic.BEER.,2610:a1:1075::1:82
BEER,z.nic.BEER.,2610:a1:1076::1:82
BEER,a.nic.BEER.,2001:dcd:1::10
BEER,b.nic.BEER.,2001:dcd:2::10
BEER,c.nic.BEER.,2001:dcd:3::10
BEER,x.nic.BEER.,2610:a1:1074::1:82
BERLIN,n.dns.nic.BERLIN.,2001:678:24::5
BERLIN,m.dns.nic.BERLIN.,2001:67c:10e0::5
BERLIN,a.dns.nic.BERLIN.,2001:678:20::16
BEST,d.nic.BEST.,2a04:2b00:13ff::109
BEST,a.nic.BEST.,2001:67c:13cc::1:109
BEST,b.nic.BEST.,2a04:2b00:13cc::1:109
BEST,c.nic.BEST.,2a04:2b00:13ee::109
BBVA,dnsc.nic.BBVA.,2610:a1:1009::3
BBVA,dns2.nic.BBVA.,2401:fd80:403::44
BBVA,dns1.nic.BBVA.,2a01:618:403::44
BBVA,dnsd.nic.BBVA.,2610:a1:1010::3
BBVA,dnsa.nic.BBVA.,2001:502:ad09::3
BBVA,dnsb.nic.BBVA.,2001:502:2eda::3
BBVA,dns3.nic.BBVA.,2a01:618:407::44
BBVA,dns4.nic.BBVA.,2401:fd80:407::44
BH,c.nic.BH.,2a04:2b00:13ee::115
BH,d.nic.BH.,2a04:2b00:13ff::115
BH,a.nic.BH.,2001:67c:13cc::1:115
BH,b.nic.BH.,2a04:2b00:13cc::1:115
BHARTI,ac2.nstld.com.,2001:500:121::30
BHARTI,ac3.nstld.com.,2001:500:122::30
BHARTI,ac4.nstld.com.,2001:500:123::30
BHARTI,ac1.nstld.com.,2001:500:120::30
BEATS,a0.nic.BEATS.,2a01:8840:3a::9
BEATS,b0.nic.BEATS.,2a01:8840:3b::9
BEATS,a2.nic.BEATS.,2a01:8840:3d::9
BEATS,c0.nic.BEATS.,2a01:8840:3c::9
BESTBUY,b0.nic.BESTBUY.,2a01:8840:d3::9
BESTBUY,a2.nic.BESTBUY.,2a01:8840:d5::9
BESTBUY,a0.nic.BESTBUY.,2a01:8840:d2::9
BESTBUY,c0.nic.BESTBUY.,2a01:8840:d4::9
BG,a.nic.BG.,2a02:6a80::192:92:129:99
BG,c.nic.BG.,2a02:6a80::193:68:99:99
BG,e.nic.BG.,2a02:6a80:530e::1
BG,d.nic.BG.,2001:678:3c::1
BG,b.nic.BG.,2a02:6a80::193:68:3:232
BG,p.nic.BG.,2001:500:14:6110:ad::1
BET,b0.nic.BET.,2a01:8840:27::17
BET,a2.nic.BET.,2a01:8840:29::17
BET,c0.nic.BET.,2a01:8840:28::17
BET,a0.nic.BET.,2a01:8840:26::17
BID,ns3.dns.nic.BID.,2610:a1:1073::19
BID,a.nic.BID.,2001:dcd:1::10
BID,b.nic.BID.,2001:dcd:2::10
BID,c.nic.BID.,2001:dcd:3::10
BID,ns1.dns.nic.BID.,2610:a1:1071::19
BID,ns2.dns.nic.BID.,2610:a1:1072::19
BIBLE,ns1.dns.nic.BIBLE.,2610:a1:1071::1:64
BIBLE,c.nic.BIBLE.,2001:dcd:3::10
BIBLE,b.nic.BIBLE.,2001:dcd:2::10
BIBLE,a.nic.BIBLE.,2001:dcd:1::10
BIBLE,ns3.dns.nic.BIBLE.,2610:a1:1073::1:64
BIBLE,ns2.dns.nic.BIBLE.,2610:a1:1072::1:64
BD,jamuna.btcl.net.BD.,2407:5000:88:4::231
BD,bd-ns.anycast.pch.net.,2001:500:14:6108:ad::1
BD,dns.BD.,2407:5000:88:5::3
BD,surma.btcl.net.BD.,2407:5000:88:4::232
BINGO,v2n1.nic.BINGO.,2a01:8840:fb::62
BINGO,v0n2.nic.BINGO.,2a01:8840:24::62
BINGO,v2n0.nic.BINGO.,2a01:8840:25::62
BINGO,v0n1.nic.BINGO.,2a01:8840:23::62
BINGO,v0n0.nic.BINGO.,2a01:8840:22::62
BINGO,v0n3.nic.BINGO.,2a01:8840:fa::62
BIZ,x.gtld.BIZ.,37.209.194.13
BIZ,m.gtld.BIZ.,204.74.105.1
BIZ,a.gtld.BIZ.,156.154.124.65
BIZ,n.gtld.BIZ.,204.74.107.1
BIZ,w.gtld.BIZ.,37.209.192.13
BIZ,y.gtld.BIZ.,37.209.196.13
BIZ,c.gtld.BIZ.,156.154.127.65
BIZ,b.gtld.BIZ.,156.154.125.65
BIZ,b.gtld.BIZ.,
BIO,b0.nic.BIO.,2a01:8840:53::9
BIO,a2.nic.BIO.,2a01:8840:55::9
BIO,a0.nic.BIO.,2a01:8840:52::9
BIO,c0.nic.BIO.,2a01:8840:54::9
BIKE,v0n2.nic.BIKE.,2a01:8840:1c::44
BIKE,v0n3.nic.BIKE.,2a01:8840:f6::44
BIKE,v2n1.nic.BIKE.,2a01:8840:f7::44
BIKE,v0n1.nic.BIKE.,2a01:8840:1b::44
BIKE,v2n0.nic.BIKE.,2a01:8840:1d::44
BIKE,v0n0.nic.BIKE.,2a01:8840:1a::44
BENTLEY,dns4.nic.BENTLEY.,2401:fd80:407::5
BENTLEY,dnsd.nic.BENTLEY.,2610:a1:1010::3
BENTLEY,dnsa.nic.BENTLEY.,2001:502:ad09::3
BENTLEY,dnsc.nic.BENTLEY.,2610:a1:1009::3
BENTLEY,dns2.nic.BENTLEY.,2401:fd80:403::5
BENTLEY,dnsb.nic.BENTLEY.,2001:502:2eda::3
BENTLEY,dns1.nic.BENTLEY.,2a01:618:403::5
BENTLEY,dns3.nic.BENTLEY.,2a01:618:407::5
BING,dns3.nic.BING.,2a01:618:407::130
BING,dnsc.nic.BING.,2610:a1:1009::3
BING,dns2.nic.BING.,2401:fd80:403::130
BING,dns4.nic.BING.,2401:fd80:407::130
BING,dnsb.nic.BING.,2001:502:2eda::3
BING,dnsd.nic.BING.,2610:a1:1010::3
BING,dns1.nic.BING.,2a01:618:403::130
BING,dnsa.nic.BING.,2001:502:ad09::3
BLOG,c.nic.BLOG.,2a04:2b00:13ee::94
BLOG,d.nic.BLOG.,2a04:2b00:13ff::94
BLOG,a.nic.BLOG.,2001:67c:13cc::1:94
BLOG,b.nic.BLOG.,2a04:2b00:13cc::1:94
BLACKFRIDAY,x.nic.BLACKFRIDAY.,2610:a1:1074::1:82
BLACKFRIDAY,c.nic.BLACKFRIDAY.,2001:dcd:3::10
BLACKFRIDAY,a.nic.BLACKFRIDAY.,2001:dcd:1::10
BLACKFRIDAY,b.nic.BLACKFRIDAY.,2001:dcd:2::10
BLACKFRIDAY,z.nic.BLACKFRIDAY.,2610:a1:1076::1:82
BLACKFRIDAY,y.nic.BLACKFRIDAY.,2610:a1:1075::1:82
BI,ns1.nic.BI.,196.2.12.205
BI,anyns.nic.BI.,204.61.216.61
BI,ns-bi.afrinic.net.,196.216.168.23
BI,bi.cctld.authdns.ripe.net.,193.0.9.62
BI,ns.nic.BI.,196.2.8.205
BI,ns.nic.BI.,
BLACK,c0.nic.BLACK.,2a01:8840:44::33
BLACK,a0.nic.BLACK.,2a01:8840:42::33
BLACK,a2.nic.BLACK.,2a01:8840:45::33
BLACK,b0.nic.BLACK.,2a01:8840:43::33
BLOCKBUSTER,c0.nic.BLOCKBUSTER.,2a01:8840:5c::25
BLOCKBUSTER,a2.nic.BLOCKBUSTER.,2a01:8840:5d::25
BLOCKBUSTER,b0.nic.BLOCKBUSTER.,2a01:8840:5b::25
BLOCKBUSTER,a0.nic.BLOCKBUSTER.,2a01:8840:5a::25
BMW,a.nic.BMW.,2001:67c:13cc::1:76
BMW,d.nic.BMW.,2a04:2b00:13ff::76
BMW,c.nic.BMW.,2a04:2b00:13ee::76
BMW,b.nic.BMW.,2a04:2b00:13cc::1:76
BLUE,c0.nic.BLUE.,2a01:8840:20::9
BLUE,a2.nic.BLUE.,2a01:8840:21::9
BLUE,a0.nic.BLUE.,2a01:8840:1e::9
BLUE,b0.nic.BLUE.,2a01:8840:1f::9
BLUE,b2.nic.BLUE.,2a01:8840:21::13
BOATS,a.nic.BOATS.,2001:67c:13cc::1:134
BOATS,d.nic.BOATS.,2a04:2b00:13ff::134
BOATS,c.nic.BOATS.,2a04:2b00:13ee::134
BOATS,b.nic.BOATS.,2a04:2b00:13cc::1:134
BMS,b0.nic.BMS.,2a01:8840:6f::45
BMS,a2.nic.BMS.,2a01:8840:71::45
BMS,c0.nic.BMS.,2a01:8840:70::45
BMS,a0.nic.BMS.,2a01:8840:6e::45
BM,b2.bm.afilias-nst.org.,2001:500:4c::9
BM,c0.bm.afilias-nst.info.,2001:500:27::9
BM,d0.bm.afilias-nst.org.,2001:500:28::9
BM,a0.bm.afilias-nst.info.,2001:500:25::9
BM,b0.bm.afilias-nst.org.,2001:500:26::9
BM,a2.bm.afilias-nst.info.,2001:500:44::9
BJ,ns-bj.afrinic.net.,196.216.168.33
BJ,ns1.nic.BJ.,154.65.28.218
BJ,ns2.nic.BJ.,41.85.191.2
BJ,pch.nic.BJ.,204.61.216.125
BJ,pch.nic.BJ.,2001:500:14:6125:ad::1
BJ,ns-bj.nic.fr.,2001:678:c::1
BNPPARIBAS,b0.nic.BNPPARIBAS.,2a01:8840:3f::9
BNPPARIBAS,a0.nic.BNPPARIBAS.,2a01:8840:3e::9
BNPPARIBAS,c0.nic.BNPPARIBAS.,2a01:8840:40::9
BNPPARIBAS,a2.nic.BNPPARIBAS.,2a01:8840:41::9
BF,dns-tld.ird.fr.,13.39.116.127
BF,ns-bf.nic.fr.,194.0.9.1
BF,a.registre.BF.,212.52.146.50
BF,pch.ns.registre.BF.,204.61.216.141
BF,pch.ns.registre.BF.,2001:500:14:6141:ad::1
BOND,d.nic.BOND.,2a04:2b00:13ff::85
BOND,a.nic.BOND.,2001:67c:13cc::1:85
BOND,c.nic.BOND.,2a04:2b00:13ee::85
BOND,b.nic.BOND.,2a04:2b00:13cc::1:85
BOM,b.dns.br.,2001:12f8:8::10
BOM,a.dns.br.,2001:12f8:6::10
BOM,d.dns.br.,2001:12f8:4::10
BOM,c.dns.br.,2001:12f8:a::10
BOM,f.dns.br.,2001:12f8:c::10
BOM,e.dns.br.,2001:12f8:2::10
BO,ns.nic.BO.,166.114.1.40
BO,ns.nic.BO.,
BO,ns.dns.br.,2001:12ff:0:a20::5
BO,anycast.ns.nic.BO.,2001:500:14:6048:ad::1
BO,ns2.nic.fr.,2001:660:3005:1::1:2
BN,bn-ns.anycast.pch.net.,204.61.216.87
BN,ns1.bnnic.BN.,194.0.1.33
BN,ns2.bnnic.BN.,202.93.214.163
BN,ns4.apnic.net.,202.12.31.53
BN,ns4.apnic.net.,2001:dd8:12::53
BOO,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
BOO,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
BOO,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
BOO,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
BOO,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
BOEHRINGER,a2.nic.BOEHRINGER.,2a01:8840:b9::17
BOEHRINGER,a0.nic.BOEHRINGER.,2a01:8840:b6::17
BOEHRINGER,c0.nic.BOEHRINGER.,2a01:8840:b8::17
BOEHRINGER,b0.nic.BOEHRINGER.,2a01:8840:b7::17
BOSTIK,d.nic.fr.,2001:678:c::1
BOSTIK,f.ext.nic.fr.,2001:67c:1010:11::53
BOSTIK,g.ext.nic.fr.,2001:678:4c::1
BOFA,v0n3.nic.BOFA.,2a01:8840:108::4
BOFA,v2n0.nic.BOFA.,2a01:8840:6d::4
BOFA,v2n1.nic.BOFA.,2a01:8840:109::4
BOFA,v0n0.nic.BOFA.,2a01:8840:6a::4
BOFA,v0n1.nic.BOFA.,2a01:8840:6b::4
BOFA,v0n2.nic.BOFA.,2a01:8840:6c::4
BOOKING,ns1.dns.nic.BOOKING.,2610:a1:1071::1b
BOOKING,c.nic.BOOKING.,2001:dcd:3::9
BOOKING,b.nic.BOOKING.,2001:dcd:2::9
BOOKING,a.nic.BOOKING.,2001:dcd:1::9
BOOKING,ns3.dns.nic.BOOKING.,2610:a1:1073::1b
BOOKING,ns2.dns.nic.BOOKING.,2610:a1:1072::1b
BOSCH,b0.nic.BOSCH.,2a01:8840:6f::46
BOSCH,a0.nic.BOSCH.,2a01:8840:6e::46
BOSCH,a2.nic.BOSCH.,2a01:8840:71::46
BOSCH,c0.nic.BOSCH.,2a01:8840:70::46
BLOOMBERG,v0n3.nic.BLOOMBERG.,2a01:8840:108::3
BLOOMBERG,v0n0.nic.BLOOMBERG.,2a01:8840:6a::3
BLOOMBERG,v0n2.nic.BLOOMBERG.,2a01:8840:6c::3
BLOOMBERG,v2n0.nic.BLOOMBERG.,2a01:8840:6d::3
BLOOMBERG,v2n1.nic.BLOOMBERG.,2a01:8840:109::3
BLOOMBERG,v0n1.nic.BLOOMBERG.,2a01:8840:6b::3
BOOK,dnsa.nic.BOOK.,2001:502:ad09::3
BOOK,dns1.nic.BOOK.,2a01:618:402::61
BOOK,dnsc.nic.BOOK.,2610:a1:1009::3
BOOK,dnsb.nic.BOOK.,2001:502:2eda::3
BOOK,dns2.nic.BOOK.,2401:fd80:402::61
BOOK,dns3.nic.BOOK.,2a01:618:406::61
BOOK,dns4.nic.BOOK.,2401:fd80:406::61
BOOK,dnsd.nic.BOOK.,2610:a1:1010::3
BOX,a.nic.BOX.,2001:67c:13cc::1:139
BOX,d.nic.BOX.,2a04:2b00:13ff::139
BOX,c.nic.BOX.,2a04:2b00:13ee::139
BOX,b.nic.BOX.,2a04:2b00:13cc::1:139
BOSTON,x.nic.BOSTON.,2610:a1:1074::1:82
BOSTON,y.nic.BOSTON.,2610:a1:1075::1:82
BOSTON,b.nic.BOSTON.,2001:dcd:2::10
BOSTON,a.nic.BOSTON.,2001:dcd:1::10
BOSTON,z.nic.BOSTON.,2610:a1:1076::1:82
BOSTON,c.nic.BOSTON.,2001:dcd:3::10
BOUTIQUE,v2n1.nic.BOUTIQUE.,2a01:8840:f7::12
BOUTIQUE,v0n0.nic.BOUTIQUE.,2a01:8840:1a::12
BOUTIQUE,v0n3.nic.BOUTIQUE.,2a01:8840:f6::12
BOUTIQUE,v0n2.nic.BOUTIQUE.,2a01:8840:1c::12
BOUTIQUE,v0n1.nic.BOUTIQUE.,2a01:8840:1b::12
BOUTIQUE,v2n0.nic.BOUTIQUE.,2a01:8840:1d::12
BRIDGESTONE,k.gmoregistry.net.,37.209.196.4
BRIDGESTONE,k.gmoregistry.net.,
BRIDGESTONE,a.gmoregistry.net.,2001:dcd:1::4
BRIDGESTONE,b.gmoregistry.net.,2001:dcd:2::4
BRIDGESTONE,l.gmoregistry.net.,2001:dcd:4::4
BRADESCO,c0.nic.BRADESCO.,2a01:8840:7c::2
BRADESCO,a0.nic.BRADESCO.,2a01:8840:7a::2
BRADESCO,a2.nic.BRADESCO.,2a01:8840:7d::2
BRADESCO,b0.nic.BRADESCO.,2a01:8840:7b::2
BR,f.dns.BR.,2001:12f8:c::10
BR,b.dns.BR.,2001:12f8:8::10
BR,d.dns.BR.,2001:12f8:4::10
BR,a.dns.BR.,2001:12f8:6::10
BR,c.dns.BR.,2001:12f8:a::10
BR,e.dns.BR.,2001:12f8:2::10
BS,anyns.dns.BS.,2001:500:14:6068:ad::1
BS,ns36.cdns.net.,2001:678:4::24
BS,anyns.pch.net.,2001:500:14:6004:ad::1
BROTHER,l.gmoregistry.net.,37.209.198.4
BROTHER,k.gmoregistry.net.,37.209.196.4
BROTHER,k.gmoregistry.net.,
BROTHER,b.gmoregistry.net.,2001:dcd:2::4
BROTHER,a.gmoregistry.net.,2001:dcd:1::4
BRUSSELS,y.nsset.BRUSSELS.,2001:dcd:7::8
BRUSSELS,a.nsset.BRUSSELS.,2001:678:9::1
BRUSSELS,c.nsset.BRUSSELS.,2001:678:68::1
BRUSSELS,b.nsset.BRUSSELS.,2001:678:64::1
BRUSSELS,d.nsset.BRUSSELS.,2001:678:6c::1
BRUSSELS,z.nsset.BRUSSELS.,2001:678:20::14
BUILD,c.nic.BUILD.,2a04:2b00:13ee::20
BUILD,d.nic.BUILD.,2a04:2b00:13ff::20
BUILD,a.nic.BUILD.,2001:67c:13cc::1:20
BUILD,b.nic.BUILD.,2a04:2b00:13cc::1:20
BOT,dnsd.nic.BOT.,2610:a1:1010::3
BOT,dns1.nic.BOT.,2a01:618:402::55
BOT,dns2.nic.BOT.,2401:fd80:402::55
BOT,dns3.nic.BOT.,2a01:618:406::55
BOT,dns4.nic.BOT.,2401:fd80:406::55
BOT,dnsa.nic.BOT.,2001:502:ad09::3
BOT,dnsb.nic.BOT.,2001:502:2eda::3
BOT,dnsc.nic.BOT.,2610:a1:1009::3
BROKER,v0n2.nic.BROKER.,2a01:8840:18::67
BROKER,v2n1.nic.BROKER.,2a01:8840:f5::67
BROKER,v0n1.nic.BROKER.,2a01:8840:17::67
BROKER,v0n3.nic.BROKER.,2a01:8840:f4::67
BROKER,v0n0.nic.BROKER.,2a01:8840:16::67
BROKER,v2n0.nic.BROKER.,2a01:8840:19::67
BROADWAY,dns4.nic.BROADWAY.,2401:fd80:407::38
BROADWAY,dnsa.nic.BROADWAY.,2001:502:ad09::3
BROADWAY,dns3.nic.BROADWAY.,2a01:618:407::38
BROADWAY,dns1.nic.BROADWAY.,2a01:618:403::38
BROADWAY,dnsd.nic.BROADWAY.,2610:a1:1010::3
BROADWAY,dns2.nic.BROADWAY.,2401:fd80:403::38
BROADWAY,dnsb.nic.BROADWAY.,2001:502:2eda::3
BROADWAY,dnsc.nic.BROADWAY.,2610:a1:1009::3
BUSINESS,v0n1.nic.BUSINESS.,2a01:8840:23::38
BUSINESS,v0n2.nic.BUSINESS.,2a01:8840:24::38
BUSINESS,v0n3.nic.BUSINESS.,2a01:8840:fa::38
BUSINESS,v2n0.nic.BUSINESS.,2a01:8840:25::38
BUSINESS,v2n1.nic.BUSINESS.,2a01:8840:fb::38
BUSINESS,v0n0.nic.BUSINESS.,2a01:8840:22::38
BUILDERS,v0n2.nic.BUILDERS.,2a01:8840:20::24
BUILDERS,v0n3.nic.BUILDERS.,2a01:8840:f8::24
BUILDERS,v2n0.nic.BUILDERS.,2a01:8840:21::24
BUILDERS,v2n1.nic.BUILDERS.,2a01:8840:f9::24
BUILDERS,v0n0.nic.BUILDERS.,2a01:8840:1e::24
BUILDERS,v0n1.nic.BUILDERS.,2a01:8840:1f::24
BUZZ,ns1.dns.nic.BUZZ.,2610:a1:1071::1d
BUZZ,ns2.dns.nic.BUZZ.,2610:a1:1072::1d
BUZZ,ns3.dns.nic.BUZZ.,2610:a1:1073::1d
BUZZ,a.nic.BUZZ.,2001:dcd:1::10
BUZZ,b.nic.BUZZ.,2001:dcd:2::10
BUZZ,c.nic.BUZZ.,2001:dcd:3::10
CA,d.ca-servers.CA.,2a0e:dbc0::101
CA,j.ca-servers.CA.,2001:500:83::1
CA,c.ca-servers.CA.,2620:10a:8053::2
CA,any.ca-servers.CA.,2001:500:a7::2
BW,ns-bw.afrinic.net.,196.216.168.72
