domain,NS,IP
DUPONT,ns6.dns.nic.DUPONT.,156.154.158.52
DUPONT,a.nic.DUPONT.,37.209.192.9
DUPONT,b.nic.DUPONT.,37.209.194.9
DUPONT,c.nic.DUPONT.,37.209.196.9
DVAG,c.nic.DVAG.,212.18.248.84
DVAG,d.nic.DVAG.,212.18.249.84
DVAG,a.nic.DVAG.,194.169.218.84
DVAG,b.nic.DVAG.,185.24.64.84
EAT,ns-tld4.charlestonroadregistry.com.,216.239.38.105
EAT,ns-tld3.charlestonroadregistry.com.,216.239.36.105
EAT,ns-tld1.charlestonroadregistry.com.,216.239.32.105
EAT,ns-tld5.charlestonroadregistry.com.,216.239.60.105
EAT,ns-tld2.charlestonroadregistry.com.,216.239.34.105
EARTH,b.nic.EARTH.,37.209.194.10
EARTH,ns2.dns.nic.EARTH.,156.154.145.230
EARTH,ns3.dns.nic.EARTH.,156.154.159.230
EARTH,a.nic.EARTH.,37.209.192.10
EARTH,c.nic.EARTH.,37.209.196.10
EARTH,ns1.dns.nic.EARTH.,156.154.144.230
DUNLOP,c0.nic.DUNLOP.,65.22.122.33
DUNLOP,a0.nic.DUNLOP.,65.22.120.33
DUNLOP,b0.nic.DUNLOP.,65.22.121.33
DUNLOP,a2.nic.DUNLOP.,65.22.123.33
ECO,b.ns.nic.ECO.,185.159.198.4
ECO,c.ns.nic.ECO.,45.142.220.101
ECO,d.ns.nic.ECO.,185.159.199.4
ECO,a.ns.nic.ECO.,185.159.197.4
DJ,ns3.djibtelecom.DJ.,52.213.131.190
DJ,ns2.djibtelecom.DJ.,196.201.196.54
DJ,vps443605.ovh.net.,37.59.106.21
DJ,ns1.djibtelecom.DJ.,197.241.17.175
DJ,bow1.intnet.DJ.,197.241.17.130
EC,a.lactld.org.,200.0.68.10
EC,n2.nic.EC.,200.12.199.1
EC,n3.dns.EC.,204.61.216.39
EC,ns1.anycastdns.cz.,185.38.108.108
EC,ns2.anycastdns.cz.,185.28.194.194
DVR,a2.nic.DVR.,65.22.111.17
DVR,b0.nic.DVR.,65.22.109.17
DVR,c0.nic.DVR.,65.22.110.17
DVR,a0.nic.DVR.,65.22.108.17
EG,frcu.eun.EG.,193.227.1.1
EG,dns-eg.univie.ac.at.,78.104.145.8
EG,rip.psg.com.,147.28.0.39
EDEKA,a0.nic.EDEKA.,65.22.16.25
EDEKA,a2.nic.EDEKA.,65.22.19.25
EDEKA,b0.nic.EDEKA.,65.22.17.25
EDEKA,c0.nic.EDEKA.,65.22.18.25
EDUCATION,v0n0.nic.EDUCATION.,65.22.28.38
EDUCATION,v0n1.nic.EDUCATION.,65.22.29.38
EDUCATION,v0n2.nic.EDUCATION.,65.22.30.38
EDUCATION,v0n3.nic.EDUCATION.,161.232.14.38
EDUCATION,v2n0.nic.EDUCATION.,65.22.31.38
EDUCATION,v2n1.nic.EDUCATION.,161.232.15.38
DZ,ns1.nic.DZ.,193.194.64.242
DZ,ns-dz.afrinic.net.,196.216.168.36
DZ,ns5.nic.DZ.,193.0.9.71
DZ,ns4.nic.DZ.,204.61.216.103
DZ,ns3.nic.fr.,192.134.0.49
DZ,ns2.nic.DZ.,213.179.160.66
EE,b.tld.EE.,194.146.106.110
EE,e.tld.EE.,204.61.216.36
EE,ee.cert.EE.,46.226.142.147
EE,ns.tld.EE.,195.43.87.10
EE,ee.eenet.EE.,193.40.132.5
ENERGY,v0n3.nic.ENERGY.,161.232.12.45
ENERGY,v2n0.nic.ENERGY.,65.22.27.45
ENERGY,v2n1.nic.ENERGY.,161.232.13.45
ENERGY,v0n0.nic.ENERGY.,65.22.24.45
ENERGY,v0n1.nic.ENERGY.,65.22.25.45
ENERGY,v0n2.nic.ENERGY.,65.22.26.45
EMAIL,v2n1.nic.EMAIL.,161.232.13.35
EMAIL,v0n0.nic.EMAIL.,65.22.24.35
EMAIL,v0n1.nic.EMAIL.,65.22.25.35
EMAIL,v0n2.nic.EMAIL.,65.22.26.35
EMAIL,v0n3.nic.EMAIL.,161.232.12.35
EMAIL,v2n0.nic.EMAIL.,65.22.27.35
EDU,f.edu-servers.net.,192.35.51.30
EDU,g.edu-servers.net.,192.42.93.30
EDU,a.edu-servers.net.,192.5.6.30
EDU,b.edu-servers.net.,192.33.14.30
EDU,h.edu-servers.net.,192.54.112.30
EDU,m.edu-servers.net.,192.55.83.30
EDU,k.edu-servers.net.,192.52.178.30
EDU,c.edu-servers.net.,192.26.92.30
EDU,i.edu-servers.net.,192.43.172.30
EDU,d.edu-servers.net.,192.31.80.30
EDU,e.edu-servers.net.,192.12.94.30
EDU,l.edu-servers.net.,192.41.162.30
EDU,j.edu-servers.net.,192.48.79.30
EPSON,k.gmoregistry.net.,37.209.196.4
EPSON,b.gmoregistry.net.,37.209.194.4
EPSON,a.gmoregistry.net.,37.209.192.4
EPSON,l.gmoregistry.net.,37.209.198.4
EMERCK,a2.nic.EMERCK.,65.22.159.1
EMERCK,b0.nic.EMERCK.,65.22.157.1
EMERCK,c0.nic.EMERCK.,65.22.158.1
EMERCK,a0.nic.EMERCK.,65.22.156.1
ENGINEERING,v2n0.nic.ENGINEERING.,65.22.27.18
ENGINEERING,v2n1.nic.ENGINEERING.,161.232.13.18
ENGINEERING,v0n0.nic.ENGINEERING.,65.22.24.18
ENGINEERING,v0n3.nic.ENGINEERING.,161.232.12.18
ENGINEERING,v0n2.nic.ENGINEERING.,65.22.26.18
ENGINEERING,v0n1.nic.ENGINEERING.,65.22.25.18
ENGINEER,v0n0.nic.ENGINEER.,65.22.24.22
ENGINEER,v0n2.nic.ENGINEER.,65.22.26.22
ENGINEER,v0n1.nic.ENGINEER.,65.22.25.22
ENGINEER,v2n0.nic.ENGINEER.,65.22.27.22
ENGINEER,v0n3.nic.ENGINEER.,161.232.12.22
ENGINEER,v2n1.nic.ENGINEER.,161.232.13.22
ERNI,anycast9.irondns.net.,195.253.64.11
ERNI,anycast24.irondns.net.,195.253.65.12
ERNI,anycast10.irondns.net.,195.253.64.12
ERNI,anycast23.irondns.net.,195.253.65.11
ES,a.nic.ES.,194.69.254.1
ES,h.nic.ES.,194.0.33.53
ES,g.nic.ES.,204.61.217.1
ES,c.nic.ES.,194.0.34.53
EQUIPMENT,v2n0.nic.EQUIPMENT.,65.22.35.21
EQUIPMENT,v0n2.nic.EQUIPMENT.,65.22.34.21
EQUIPMENT,v0n0.nic.EQUIPMENT.,65.22.32.21
EQUIPMENT,v0n3.nic.EQUIPMENT.,161.232.16.21
EQUIPMENT,v2n1.nic.EQUIPMENT.,161.232.17.21
EQUIPMENT,v0n1.nic.EQUIPMENT.,65.22.33.21
ENTERPRISES,v0n0.nic.ENTERPRISES.,65.22.20.52
ENTERPRISES,v0n1.nic.ENTERPRISES.,65.22.21.52
ENTERPRISES,v0n2.nic.ENTERPRISES.,65.22.22.52
ENTERPRISES,v0n3.nic.ENTERPRISES.,161.232.10.52
ENTERPRISES,v2n0.nic.ENTERPRISES.,65.22.23.52
ENTERPRISES,v2n1.nic.ENTERPRISES.,161.232.11.52
ESQ,ns-tld4.charlestonroadregistry.com.,216.239.38.105
ESQ,ns-tld2.charlestonroadregistry.com.,216.239.34.105
ESQ,ns-tld1.charlestonroadregistry.com.,216.239.32.105
ESQ,ns-tld3.charlestonroadregistry.com.,216.239.36.105
ESQ,ns-tld5.charlestonroadregistry.com.,216.239.60.105
EUROVISION,anycast9.irondns.net.,195.253.64.11
EUROVISION,anycast24.irondns.net.,195.253.65.12
EUROVISION,anycast10.irondns.net.,195.253.64.12
EUROVISION,anycast23.irondns.net.,195.253.65.11
EUS,anycast24.irondns.net.,195.253.65.12
EUS,anycast10.irondns.net.,195.253.64.12
EUS,anycast23.irondns.net.,195.253.65.11
EUS,anycast9.irondns.net.,195.253.64.11
EU,w.dns.EU.,194.0.25.28
EU,y.dns.EU.,194.146.106.90
EU,si.dns.EU.,193.2.221.62
EU,x.dns.EU.,185.151.141.1
EU,be.dns.EU.,149.38.1.26
ESTATE,v2n1.nic.ESTATE.,161.232.15.47
ESTATE,v2n0.nic.ESTATE.,65.22.31.47
ESTATE,v0n1.nic.ESTATE.,65.22.29.47
ESTATE,v0n0.nic.ESTATE.,65.22.28.47
ESTATE,v0n2.nic.ESTATE.,65.22.30.47
ESTATE,v0n3.nic.ESTATE.,161.232.14.47
ET,a.nic.ET.,197.156.74.192
ET,b.nic.ET.,197.156.74.193
EXCHANGE,v0n3.nic.EXCHANGE.,161.232.14.14
EXCHANGE,v2n0.nic.EXCHANGE.,65.22.31.14
EXCHANGE,v2n1.nic.EXCHANGE.,161.232.15.14
EXCHANGE,v0n0.nic.EXCHANGE.,65.22.28.14
EXCHANGE,v0n1.nic.EXCHANGE.,65.22.29.14
EXCHANGE,v0n2.nic.EXCHANGE.,65.22.30.14
EXPERT,v0n0.nic.EXPERT.,65.22.32.4
EXPERT,v2n0.nic.EXPERT.,65.22.35.4
EXPERT,v0n2.nic.EXPERT.,65.22.34.4
EXPERT,v2n1.nic.EXPERT.,161.232.17.4
EXPERT,v0n1.nic.EXPERT.,65.22.33.4
EXPERT,v0n3.nic.EXPERT.,161.232.16.4
EVENTS,v0n0.nic.EVENTS.,65.22.32.6
EVENTS,v0n1.nic.EVENTS.,65.22.33.6
EVENTS,v0n2.nic.EVENTS.,65.22.34.6
EVENTS,v2n1.nic.EVENTS.,161.232.17.6
EVENTS,v2n0.nic.EVENTS.,65.22.35.6
EVENTS,v0n3.nic.EVENTS.,161.232.16.6
FAGE,b0.nic.FAGE.,65.22.157.33
FAGE,c0.nic.FAGE.,65.22.158.33
FAGE,a0.nic.FAGE.,65.22.156.33
FAGE,a2.nic.FAGE.,65.22.159.33
ERICSSON,a0.nic.ERICSSON.,65.22.56.33
ERICSSON,b0.nic.ERICSSON.,65.22.57.33
ERICSSON,a2.nic.ERICSSON.,65.22.59.33
ERICSSON,c0.nic.ERICSSON.,65.22.58.33
EXPOSED,v0n3.nic.EXPOSED.,161.232.12.58
EXPOSED,v2n0.nic.EXPOSED.,65.22.27.58
EXPOSED,v2n1.nic.EXPOSED.,161.232.13.58
EXPOSED,v0n0.nic.EXPOSED.,65.22.24.58
EXPOSED,v0n1.nic.EXPOSED.,65.22.25.58
EXPOSED,v0n2.nic.EXPOSED.,65.22.26.58
EXTRASPACE,a0.nic.EXTRASPACE.,65.22.116.1
EXTRASPACE,b0.nic.EXTRASPACE.,65.22.117.1
EXTRASPACE,c0.nic.EXTRASPACE.,65.22.118.1
EXTRASPACE,a2.nic.EXTRASPACE.,65.22.119.1
EXPRESS,v0n1.nic.EXPRESS.,65.22.33.16
EXPRESS,v0n2.nic.EXPRESS.,65.22.34.16
EXPRESS,v0n0.nic.EXPRESS.,65.22.32.16
EXPRESS,v2n1.nic.EXPRESS.,161.232.17.16
EXPRESS,v0n3.nic.EXPRESS.,161.232.16.16
EXPRESS,v2n0.nic.EXPRESS.,65.22.35.16
FAIL,v0n3.nic.FAIL.,161.232.10.56
FAIL,v2n0.nic.FAIL.,65.22.23.56
FAIL,v2n1.nic.FAIL.,161.232.11.56
FAIL,v0n0.nic.FAIL.,65.22.20.56
FAIL,v0n1.nic.FAIL.,65.22.21.56
FAIL,v0n2.nic.FAIL.,65.22.22.56
FAIRWINDS,dns3.nic.FAIRWINDS.,213.248.223.135
FAIRWINDS,dnsb.nic.FAIRWINDS.,156.154.101.3
FAIRWINDS,dns1.nic.FAIRWINDS.,213.248.219.135
FAIRWINDS,dns4.nic.FAIRWINDS.,43.230.51.135
FAIRWINDS,dnsa.nic.FAIRWINDS.,156.154.100.3
FAIRWINDS,dnsd.nic.FAIRWINDS.,156.154.103.3
FAIRWINDS,dnsc.nic.FAIRWINDS.,156.154.102.3
FAIRWINDS,dns2.nic.FAIRWINDS.,103.49.83.135
FAITH,b.nic.FAITH.,37.209.194.10
FAITH,ns3.dns.nic.FAITH.,156.154.159.54
FAITH,a.nic.FAITH.,37.209.192.10
FAITH,ns1.dns.nic.FAITH.,156.154.144.54
FAITH,c.nic.FAITH.,37.209.196.10
FAITH,ns2.dns.nic.FAITH.,156.154.145.54
FANS,c.nic.FANS.,212.18.248.39
FANS,d.nic.FANS.,212.18.249.39
FANS,a.nic.FANS.,194.169.218.39
FANS,b.nic.FANS.,185.24.64.39
FAN,v2n1.nic.FAN.,161.232.11.57
FAN,v0n2.nic.FAN.,65.22.22.57
FAN,v0n1.nic.FAN.,65.22.21.57
FAN,v0n0.nic.FAN.,65.22.20.57
FAN,v0n3.nic.FAN.,161.232.10.57
FAN,v2n0.nic.FAN.,65.22.23.57
FARMERS,ns2.dns.nic.FARMERS.,156.154.145.55
FARMERS,a.nic.FARMERS.,37.209.192.9
FARMERS,b.nic.FARMERS.,37.209.194.9
FARMERS,ns1.dns.nic.FARMERS.,156.154.144.55
FARMERS,ns3.dns.nic.FARMERS.,156.154.159.55
FARMERS,c.nic.FARMERS.,37.209.196.9
FASHION,a.nic.FASHION.,37.209.192.10
FASHION,c.nic.FASHION.,37.209.196.10
FASHION,y.nic.FASHION.,156.154.173.82
FASHION,x.nic.FASHION.,156.154.172.82
FASHION,z.nic.FASHION.,156.154.174.82
FASHION,b.nic.FASHION.,37.209.194.10
FAMILY,v2n1.nic.FAMILY.,161.232.15.39
FAMILY,v0n0.nic.FAMILY.,65.22.28.39
FAMILY,v0n1.nic.FAMILY.,65.22.29.39
FAMILY,v0n2.nic.FAMILY.,65.22.30.39
FAMILY,v0n3.nic.FAMILY.,161.232.14.39
FAMILY,v2n0.nic.FAMILY.,65.22.31.39
FEEDBACK,ns01.trs-dns.net.,64.96.2.1
FEEDBACK,ns01.trs-dns.com.,64.96.1.1
FEEDBACK,ns01.trs-dns.info.,185.159.198.3
FEEDBACK,ns01.trs-dns.org.,185.159.197.3
ER,er.cctld.authdns.ripe.net.,193.0.9.72
ER,sawanew.noc.net.ER.,196.200.96.1
ER,zaranew.noc.net.ER.,196.200.96.2
FARM,v0n2.nic.FARM.,65.22.34.8
FARM,v0n3.nic.FARM.,161.232.16.8
FARM,v2n0.nic.FARM.,65.22.35.8
FARM,v2n1.nic.FARM.,161.232.17.8
FARM,v0n0.nic.FARM.,65.22.32.8
FARM,v0n1.nic.FARM.,65.22.33.8
FERRERO,a.nic.FERRERO.,37.209.192.9
FERRERO,b.nic.FERRERO.,37.209.194.9
FERRERO,ns2.dns.nic.FERRERO.,156.154.145.57
FERRERO,ns1.dns.nic.FERRERO.,156.154.144.57
FERRERO,c.nic.FERRERO.,37.209.196.9
FERRERO,ns3.dns.nic.FERRERO.,156.154.159.57
FEDEX,c0.nic.FEDEX.,65.22.230.33
FEDEX,a0.nic.FEDEX.,65.22.228.33
FEDEX,a2.nic.FEDEX.,65.22.231.33
FEDEX,b0.nic.FEDEX.,65.22.229.33
FILM,a.nic.FILM.,37.209.192.10
FILM,b.nic.FILM.,37.209.194.10
FILM,x.nic.FILM.,156.154.172.82
FILM,z.nic.FILM.,156.154.174.82
FILM,y.nic.FILM.,156.154.173.82
FILM,c.nic.FILM.,37.209.196.10
FERRARI,a2.nic.FERRARI.,65.22.127.25
FERRARI,a0.nic.FERRARI.,65.22.124.25
FERRARI,c0.nic.FERRARI.,65.22.126.25
FERRARI,b0.nic.FERRARI.,65.22.125.25
FINAL,a.dns.br.,200.219.148.10
FINAL,f.dns.br.,200.219.159.10
FINAL,e.dns.br.,200.229.248.10
FINAL,c.dns.br.,200.192.233.10
FINAL,d.dns.br.,200.219.154.10
FINAL,b.dns.br.,200.189.41.10
FAST,dnsc.nic.FAST.,156.154.102.3
FAST,dnsb.nic.FAST.,156.154.101.3
FAST,dnsa.nic.FAST.,156.154.100.3
FAST,dns4.nic.FAST.,43.230.50.66
FAST,dns1.nic.FAST.,213.248.218.66
FAST,dns3.nic.FAST.,213.248.222.66
FAST,dns2.nic.FAST.,103.49.82.66
FAST,dnsd.nic.FAST.,156.154.103.3
FINANCE,v2n0.nic.FINANCE.,65.22.23.10
FINANCE,v0n3.nic.FINANCE.,161.232.10.10
FINANCE,v0n1.nic.FINANCE.,65.22.21.10
FINANCE,v0n0.nic.FINANCE.,65.22.20.10
FINANCE,v0n2.nic.FINANCE.,65.22.22.10
FINANCE,v2n1.nic.FINANCE.,161.232.11.10
FIRESTONE,k.gmoregistry.net.,37.209.196.4
FIRESTONE,l.gmoregistry.net.,37.209.198.4
FIRESTONE,a.gmoregistry.net.,37.209.192.4
FIRESTONE,b.gmoregistry.net.,37.209.194.4
FIDELITY,a0.nic.FIDELITY.,65.22.112.48
FIDELITY,b0.nic.FIDELITY.,65.22.113.48
FIDELITY,a2.nic.FIDELITY.,65.22.115.48
FIDELITY,c0.nic.FIDELITY.,65.22.114.48
FIRMDALE,ns1.nic.FIRMDALE.,72.0.51.1
FIRMDALE,ns2.nic.FIRMDALE.,72.42.115.1
FI,d.FI.,77.72.229.253
FI,e.FI.,194.0.1.14
FI,h.FI.,87.239.120.11
FI,k.FI.,213.186.229.226
FI,a.FI.,193.166.4.1
FI,b.FI.,194.146.106.26
FI,c.FI.,194.0.11.104
FI,g.FI.,204.61.216.98
FI,i.FI.,194.0.25.30
FI,j.FI.,185.159.199.190
FIDO,a0.nic.FIDO.,65.22.108.41
FIDO,c0.nic.FIDO.,65.22.110.41
FIDO,b0.nic.FIDO.,65.22.109.41
FIDO,a2.nic.FIDO.,65.22.111.41
FINANCIAL,v2n1.nic.FINANCIAL.,161.232.11.54
FINANCIAL,v0n0.nic.FINANCIAL.,65.22.20.54
FINANCIAL,v0n1.nic.FINANCIAL.,65.22.21.54
FINANCIAL,v2n0.nic.FINANCIAL.,65.22.23.54
FINANCIAL,v0n3.nic.FINANCIAL.,161.232.10.54
FINANCIAL,v0n2.nic.FINANCIAL.,65.22.22.54
FISHING,b.nic.FISHING.,37.209.194.10
FISHING,y.nic.FISHING.,156.154.173.82
FISHING,z.nic.FISHING.,156.154.174.82
FISHING,a.nic.FISHING.,37.209.192.10
FISHING,x.nic.FISHING.,156.154.172.82
FISHING,c.nic.FISHING.,37.209.196.10
FISH,v0n3.nic.FISH.,161.232.14.23
FISH,v0n1.nic.FISH.,65.22.29.23
FISH,v2n1.nic.FISH.,161.232.15.23
FISH,v0n2.nic.FISH.,65.22.30.23
FISH,v0n0.nic.FISH.,65.22.28.23
FISH,v2n0.nic.FISH.,65.22.31.23
FIT,b.nic.FIT.,37.209.194.10
FIT,y.nic.FIT.,156.154.173.82
FIT,z.nic.FIT.,156.154.174.82
FIT,a.nic.FIT.,37.209.192.10
FIT,x.nic.FIT.,156.154.172.82
FIT,c.nic.FIT.,37.209.196.10
FITNESS,v0n3.nic.FITNESS.,161.232.10.47
FITNESS,v0n2.nic.FITNESS.,65.22.22.47
FITNESS,v2n0.nic.FITNESS.,65.22.23.47
FITNESS,v0n0.nic.FITNESS.,65.22.20.47
FITNESS,v0n1.nic.FITNESS.,65.22.21.47
FITNESS,v2n1.nic.FITNESS.,161.232.11.47
FIRE,dnsc.nic.FIRE.,156.154.102.3
FIRE,dns1.nic.FIRE.,213.248.218.57
FIRE,dnsa.nic.FIRE.,156.154.100.3
FIRE,dnsb.nic.FIRE.,156.154.101.3
FIRE,dns2.nic.FIRE.,103.49.82.57
FIRE,dnsd.nic.FIRE.,156.154.103.3
FIRE,dns3.nic.FIRE.,213.248.222.57
FIRE,dns4.nic.FIRE.,43.230.50.57
FLICKR,ns1.dns.nic.FLICKR.,156.154.144.60
FLICKR,a.nic.FLICKR.,37.209.192.9
FLICKR,b.nic.FLICKR.,37.209.194.9
FLICKR,c.nic.FLICKR.,37.209.196.9
FLICKR,ns3.dns.nic.FLICKR.,156.154.159.60
FLICKR,ns2.dns.nic.FLICKR.,156.154.145.60
FLIR,ns3.dns.nic.FLIR.,156.154.159.61
FLIR,b.nic.FLIR.,37.209.194.9
FLIR,c.nic.FLIR.,37.209.196.9
FLIR,ns2.dns.nic.FLIR.,156.154.145.61
FLIR,ns1.dns.nic.FLIR.,156.154.144.61
FLIR,a.nic.FLIR.,37.209.192.9
FLOWERS,a.nic.FLOWERS.,194.169.218.154
FLOWERS,b.nic.FLOWERS.,185.24.64.154
FLOWERS,c.nic.FLOWERS.,212.18.248.154
FLOWERS,d.nic.FLOWERS.,212.18.249.154
FLIGHTS,v0n1.nic.FLIGHTS.,65.22.29.31
FLIGHTS,v2n1.nic.FLIGHTS.,161.232.15.31
FLIGHTS,v0n3.nic.FLIGHTS.,161.232.14.31
FLIGHTS,v0n0.nic.FLIGHTS.,65.22.28.31
FLIGHTS,v2n0.nic.FLIGHTS.,65.22.31.31
FLIGHTS,v0n2.nic.FLIGHTS.,65.22.30.31
FLY,ns-tld4.charlestonroadregistry.com.,216.239.38.105
FLY,ns-tld3.charlestonroadregistry.com.,216.239.36.105
FLY,ns-tld2.charlestonroadregistry.com.,216.239.34.105
FLY,ns-tld1.charlestonroadregistry.com.,216.239.32.105
FLY,ns-tld5.charlestonroadregistry.com.,216.239.60.105
FLORIST,v0n2.nic.FLORIST.,65.22.34.30
FLORIST,v0n3.nic.FLORIST.,161.232.16.30
FLORIST,v2n0.nic.FLORIST.,65.22.35.30
FLORIST,v2n1.nic.FLORIST.,161.232.17.30
FLORIST,v0n0.nic.FLORIST.,65.22.32.30
FLORIST,v0n1.nic.FLORIST.,65.22.33.30
FO,b.nic.FO.,185.24.64.27
FO,c.nic.FO.,212.18.248.27
FO,a.nic.FO.,194.169.218.27
FO,d.nic.FO.,212.18.249.27
FJ,ns5.FJ.,204.61.216.138
FJ,ns4.FJ.,185.28.194.194
FJ,ns3.FJ.,185.38.108.108
FJ,ns1.FJ.,144.120.146.1
FJ,ns2.FJ.,144.120.146.65
FOOD,ns01.trs-dns.info.,185.159.198.3
FOOD,ns01.trs-dns.org.,185.159.197.3
FOOD,ns01.trs-dns.net.,64.96.2.1
FOOD,ns01.trs-dns.com.,64.96.1.1
FOO,ns-tld1.charlestonroadregistry.com.,216.239.32.105
FOO,ns-tld4.charlestonroadregistry.com.,216.239.38.105
FOO,ns-tld2.charlestonroadregistry.com.,216.239.34.105
FOO,ns-tld5.charlestonroadregistry.com.,216.239.60.105
FOO,ns-tld3.charlestonroadregistry.com.,216.239.36.105
FM,c.nic.FM.,212.18.248.26
FM,e.nic.FM.,204.61.216.137
FM,d.nic.FM.,212.18.249.26
FM,b.nic.FM.,185.24.64.26
FM,f.nic.FM.,206.51.254.3
FM,a.nic.FM.,194.169.218.26
FORD,ns3.dns.nic.FORD.,156.154.159.62
FORD,ns2.dns.nic.FORD.,156.154.145.62
FORD,b.nic.FORD.,37.209.194.9
FORD,c.nic.FORD.,37.209.196.9
FORD,a.nic.FORD.,37.209.192.9
FORD,ns1.dns.nic.FORD.,156.154.144.62
FORUM,ns01.trs-dns.org.,185.159.197.3
FORUM,ns01.trs-dns.info.,185.159.198.3
FORUM,ns01.trs-dns.com.,64.96.1.1
FORUM,ns01.trs-dns.net.,64.96.2.1
FR,e.ext.nic.FR.,193.176.144.22
FR,f.ext.nic.FR.,194.146.106.46
FR,g.ext.nic.FR.,194.0.36.1
FR,d.nic.FR.,194.0.9.1
FOX,c.nic.FOX.,37.209.196.9
FOX,ns1.dns.nic.FOX.,156.154.144.63
FOX,ns2.dns.nic.FOX.,156.154.145.63
FOX,ns3.dns.nic.FOX.,156.154.159.63
FOX,a.nic.FOX.,37.209.192.9
FOX,b.nic.FOX.,37.209.194.9
FOREX,v0n3.nic.FOREX.,161.232.14.65
FOREX,v0n2.nic.FOREX.,65.22.30.65
FOREX,v0n0.nic.FOREX.,65.22.28.65
FOREX,v2n1.nic.FOREX.,161.232.15.65
FOREX,v0n1.nic.FOREX.,65.22.29.65
FOREX,v2n0.nic.FOREX.,65.22.31.65
FOOTBALL,v0n1.nic.FOOTBALL.,65.22.21.22
FOOTBALL,v0n2.nic.FOOTBALL.,65.22.22.22
FOOTBALL,v0n3.nic.FOOTBALL.,161.232.10.22
FOOTBALL,v0n0.nic.FOOTBALL.,65.22.20.22
FOOTBALL,v2n1.nic.FOOTBALL.,161.232.11.22
FOOTBALL,v2n0.nic.FOOTBALL.,65.22.23.22
FORSALE,v0n0.nic.FORSALE.,65.22.32.53
FORSALE,v0n1.nic.FORSALE.,65.22.33.53
FORSALE,v0n2.nic.FORSALE.,65.22.34.53
FORSALE,v0n3.nic.FORSALE.,161.232.16.53
FORSALE,v2n0.nic.FORSALE.,65.22.35.53
FORSALE,v2n1.nic.FORSALE.,161.232.17.53
FOUNDATION,v2n0.nic.FOUNDATION.,65.22.27.43
FOUNDATION,v0n1.nic.FOUNDATION.,65.22.25.43
FOUNDATION,v2n1.nic.FOUNDATION.,161.232.13.43
FOUNDATION,v0n2.nic.FOUNDATION.,65.22.26.43
FOUNDATION,v0n0.nic.FOUNDATION.,65.22.24.43
FOUNDATION,v0n3.nic.FOUNDATION.,161.232.12.43
FRESENIUS,c.nic.FRESENIUS.,212.18.248.86
FRESENIUS,d.nic.FRESENIUS.,212.18.249.86
FRESENIUS,a.nic.FRESENIUS.,194.169.218.86
FRESENIUS,b.nic.FRESENIUS.,185.24.64.86
FRL,d.nic.FRL.,212.18.249.87
FRL,a.nic.FRL.,194.169.218.87
FRL,b.nic.FRL.,185.24.64.87
FRL,c.nic.FRL.,212.18.248.87
FUJITSU,a.gmoregistry.net.,37.209.192.4
FUJITSU,k.gmoregistry.net.,37.209.196.4
FUJITSU,b.gmoregistry.net.,37.209.194.4
FUJITSU,l.gmoregistry.net.,37.209.198.4
FRONTIER,a.nic.FRONTIER.,37.209.192.9
FRONTIER,ns2.dns.nic.FRONTIER.,156.154.145.64
FRONTIER,ns1.dns.nic.FRONTIER.,156.154.144.64
FRONTIER,ns3.dns.nic.FRONTIER.,156.154.159.64
FRONTIER,c.nic.FRONTIER.,37.209.196.9
FRONTIER,b.nic.FRONTIER.,37.209.194.9
FTR,ns2.dns.nic.FTR.,156.154.145.65
FTR,ns3.dns.nic.FTR.,156.154.159.65
FTR,b.nic.FTR.,37.209.194.9
FTR,a.nic.FTR.,37.209.192.9
FTR,c.nic.FTR.,37.209.196.9
FTR,ns1.dns.nic.FTR.,156.154.144.65
FUN,a.nic.FUN.,194.169.218.72
FUN,b.nic.FUN.,185.24.64.72
FUN,g.nic.FUN.,23.201.99.96
FUN,f.nic.FUN.,212.18.249.72
FUN,e.nic.FUN.,212.18.248.72
FROGANS,a0.nic.FROGANS.,65.22.188.1
FROGANS,a2.nic.FROGANS.,65.22.191.1
FROGANS,b0.nic.FROGANS.,65.22.189.1
FROGANS,c0.nic.FROGANS.,65.22.190.1
GA,f.ext.nic.fr.,194.146.106.46
GA,d.nic.fr.,194.0.9.1
GA,g.ext.nic.fr.,194.0.36.1
FREE,dns4.nic.FREE.,43.230.50.67
FREE,dns3.nic.FREE.,213.248.222.67
FREE,dnsd.nic.FREE.,156.154.103.3
FREE,dnsa.nic.FREE.,156.154.100.3
FREE,dnsb.nic.FREE.,156.154.101.3
FREE,dnsc.nic.FREE.,156.154.102.3
FREE,dns2.nic.FREE.,103.49.82.67
FREE,dns1.nic.FREE.,213.248.218.67
FUND,v0n2.nic.FUND.,65.22.22.45
FUND,v2n1.nic.FUND.,161.232.11.45
FUND,v0n0.nic.FUND.,65.22.20.45
FUND,v2n0.nic.FUND.,65.22.23.45
FUND,v0n1.nic.FUND.,65.22.21.45
FUND,v0n3.nic.FUND.,161.232.10.45
GAL,anycast9.irondns.net.,195.253.64.11
GAL,anycast24.irondns.net.,195.253.65.12
GAL,anycast10.irondns.net.,195.253.64.12
GAL,anycast23.irondns.net.,195.253.65.11
FK,ns1.horizon.net.FK.,80.73.216.250
FK,ns2.horizon.net.FK.,80.73.216.251
FK,ns3.horizon.net.FK.,93.187.151.42
FURNITURE,v0n1.nic.FURNITURE.,65.22.33.59
